authors,category/genre,description,id_book,image_url,isbn,language,num_pages,published_date,publisher,reviews,sub_category,title,ratings_count,reviews_count,text_reviews_count,average_rating
['William Shakespeare'],Drama,"As You Like It has sometimes seemed a subversive play that exposes the instability of gender roles and traditional values. In other eras it has been prized - or derided - as a reliable celebration of conventional social mores. The play's ability to encompass these extremes tells an interesting story about changing cultural and theatrical practices. This edition provides a detailed history of the play in production, both on stage and on screen. The introduction examines how changing conceptions of gender roles have affected the portrayal of Rosalind, one of Shakespeare's greatest comic heroines. The striking differences between the British tradition and the freer treatment the play has received abroad are discussed, as well as the politics of court versus country. The commentary, printed alongside the New Cambridge Shakespeare edition of the text, draws on primary sources to illuminate how costuming, stage business, design, and directorial choices have shaped the play in performance.",xHZl0yC8B90C,http://books.google.com/books/content?id=xHZl0yC8B90C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0521786495,en,284, ,Cambridge University Press,"{'ratings_count': 69247, 'reviews_count': 120991, 'text_reviews_count': 1819, 'average_rating': '3.83', 'rating_dist': {'5-stars': '19130', '4-stars': '25388', '3-stars': '19373', '2-stars': '4377', '1-star': '979'}}",drama,As You Like It,69247,120991,1819,3.83
['Mark William Roche'],Philosophy,"The first evaluation and critique of Hegel's theory of tragedy and comedy, this book also develops an original theory of both genres.",oxxC1_JKpu8C,http://books.google.com/books/content?id=oxxC1_JKpu8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0791435466,en,450, ,SUNY Press,"{'ratings_count': 2, 'reviews_count': 9, 'text_reviews_count': 1, 'average_rating': '3.50', 'rating_dist': {'5-stars': '0', '4-stars': '1', '3-stars': '1', '2-stars': '0', '1-star': '0'}}",philosophy,Tragedy and Comedy,2,9,1,3.50
['Rob Elliott'],Juvenile Nonfiction,"Presents a collection of jokes for young readers, including one liners, knock knock jokes, and tongue twisters.",kpdzBQAAQBAJ,http://books.google.com/books/content?id=kpdzBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780800788032,en,126, ,Revell,"{'ratings_count': 1935, 'reviews_count': 7509, 'text_reviews_count': 57, 'average_rating': '3.84', 'rating_dist': {'5-stars': '756', '4-stars': '484', '3-stars': '437', '2-stars': '155', '1-star': '103'}}",childrens,Laugh-Out-Loud Jokes for Kids,1935,7509,57,3.84
"['Molière', 'Moliere', 'Maria Condor Orduna']",Drama,The Avaricious One. Provided in Spanish only.,VmRgv7FNpZYC,http://books.google.com/books/content?id=VmRgv7FNpZYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781583488065,es,116, ,iUniverse,"{'ratings_count': 13358, 'reviews_count': 21639, 'text_reviews_count': 444, 'average_rating': '3.68', 'rating_dist': {'5-stars': '2892', '4-stars': '4917', '3-stars': '4236', '2-stars': '1057', '1-star': '256'}}",drama,El Avaro,13358,21639,444,3.68
['Tom Stoppard'],Drama,State Theatre Company Programs.,O_q8lAIzM2kC,http://books.google.com/books/content?id=O_q8lAIzM2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573662061,en,96, ,"Samuel French, Inc.","{'ratings_count': 80, 'reviews_count': 175, 'text_reviews_count': 11, 'average_rating': '3.89', 'rating_dist': {'5-stars': '27', '4-stars': '24', '3-stars': '24', '2-stars': '3', '1-star': '2'}}",drama,Rough Crossing,80,175,11,3.89
"['Patrick Barlow', 'John Buchan']",Drama,"Mix a Hitchcock masterpiece with a juicy spy novel, add a dash of Monty Python and you have The 39 Steps, a fast-paced whodunit for anyone who loves the magic of theatre! This 2-time Tony® and Drama Desk Award-winning treat is packed with nonstop laughs, over 150 zany characters (played by a ridiculously talented cast of 4), an on-stage plane crash, handcuffs, missing fingers and some good old-fashioned romance!",nPYfohUQtY0C,http://books.google.com/books/content?id=nPYfohUQtY0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780573697142,en,112, ,"Samuel French, Inc.","{'ratings_count': 653, 'reviews_count': 1142, 'text_reviews_count': 37, 'average_rating': '3.96', 'rating_dist': {'5-stars': '232', '4-stars': '223', '3-stars': '151', '2-stars': '34', '1-star': '13'}}",drama,The 39 Steps,653,1142,37,3.96
['Kenneth M. De Luca'],Drama,In Aristophanes' Male and Female Revolutions author Kenneth M. De Luca offers a detailed study of two of Aristophanes' plays and reveals how each illuminates the other and the question of the rule of law through the lens of democracy. De Luca uses classical thought to clarify contemporary and foundational issues in political theory.,vXj70WVFw58C,http://books.google.com/books/content?id=vXj70WVFw58C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0739108336,en,143, ,Lexington Books,"{'ratings_count': 2, 'reviews_count': 7, 'text_reviews_count': 0, 'average_rating': '3.00', 'rating_dist': {'5-stars': '0', '4-stars': '0', '3-stars': '2', '2-stars': '0', '1-star': '0'}}",literary-theory-criticism-history,Aristophanes' Male and Female Revolutions,2,7,0,3.00
['Neil Simon'],Drama,"THE STORY: Andy and Norman are two earnest young men using their apartment as a publishing office for a protest magazine in San Francisco. Sophie, an Olympic swimmer and all-American girl, moves into another apartment on the same floor. Sophie ma",Nc8tYA0rQLcC,http://books.google.com/books/content?id=Nc8tYA0rQLcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822210738,en,, ,Dramatists Play Service Inc,"{'ratings_count': 396, 'reviews_count': 625, 'text_reviews_count': 32, 'average_rating': '3.38', 'rating_dist': {'5-stars': '67', '4-stars': '99', '3-stars': '160', '2-stars': '57', '1-star': '13'}}",drama,The Star-spangled Girl,396,625,32,3.38
['Neil Simon'],Drama,"A portrait of three couples successively occupying a suite at the Plaza. A suburban couple take the suite while their house is being painted and it turns out to be the one in which they honeymooned 23 (or was it 24?) years before and was yesterday the anniversary, or is it today? This tale of marriage in tatters is followed by the exploits of a Hollywood producer who, after three marriages, is looking for fresh fields. He calls a childhood sweetheart, now a suburban housewife, for a little sexual diversion. Over the years she has idolized him from afar and is now more than the match he bargained for. The last couple is a mother and father fighting about the best way to get their daughter out of the bathroom and down to the ballroom where guests await her or as Mother yells, ""I want you to come out of that bathroom and get married!""--Publisher's description.",fR9PvWpNX88C,http://books.google.com/books/content?id=fR9PvWpNX88C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573614075,en,106, ,"Samuel French, Inc.","{'ratings_count': 946, 'reviews_count': 1403, 'text_reviews_count': 58, 'average_rating': '3.61', 'rating_dist': {'5-stars': '185', '4-stars': '330', '3-stars': '326', '2-stars': '89', '1-star': '16'}}",play,Plaza Suite,946,1403,58,3.61
"['Samuel Spewack', 'Bella Cohen Spewack']",Drama,"THE STORY: The scene is French Guiana, a region where on Christmas day the temperature has graciously dropped to 104 degrees. Three convicts are employed as roofers by a family, whose roof is in desperate need of maintenance. On the way from France",wSgXwmwUmJcC,http://books.google.com/books/content?id=wSgXwmwUmJcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822208024,en,, ,Dramatists Play Service Inc,"{'ratings_count': 24, 'reviews_count': 35, 'text_reviews_count': 2, 'average_rating': '3.54', 'rating_dist': {'5-stars': '3', '4-stars': '11', '3-stars': '7', '2-stars': '2', '1-star': '1'}}",to-read-get-plays,My Three Angels,24,35,2,3.54
['Rupert D. V. Glasgow'],Literary Criticism,"""Madness, Masks, and Laughter: An Essay on Comedy is an exploration of narrative and dramatic comedy as a laughter-inducing phenomenon. The theatrical metaphors of mask, appearance, and illusion are used as structural linchpins in an attempt to categorize the many and extremely varied manifestations of comedy and to find out what they may have in common with one another. As this reliance on metaphor suggests, the purpose is less to produce The Truth about comedy than to look at how it is related to our understanding of the world and to ways of understanding our understanding. Previous theories of comedy or laughter (such as those advanced by Hobbes, Kant, Hegel, Schopenhauer, Bergson, Freud, and Bakhtin) as well as more general philosophical considerations are discussed insofar as they shed light on this approach. The limitations of the metaphors themselves mean that sight is never lost of the deep-seated ambiguity that has made laughter so notoriously difficult to pin down in the past."" ""The first half of the volume focuses in particular on traditional comic masks and the pleasures of repetition and recognition, on the comedy of imposture, disguise, and deception, on dramatic and verbal irony, on social and theatrical role-playing and the comic possibilities of plays-within-plays and ""metatheatre,"" as well as on the cliches, puns, witticisms, and torrents of gibberish which betray that language itself may be understood as a sort of mask. The second half of the book moves to the other side of the footlights to show how the spectators themselves, identifying with the comic spectacle, may be induced to ""drop"" their own roles and postures, laughter here operating as something akin to a ventilatory release from the pressures of social or cognitive performance. Here the essay examines the subversive madness inherent in comedy, its displaced anti-authoritarianism, as well as the violence, sexuality, and bodily grotesqueness it may bring to light. The structural tensions in this broadly Hobbesian or Freudian model of a social mask concealing an anti-social self are reflected in comedy's own ambivalences, and emerge especially in the ambiguous concepts of madness and folly, which may be either celebrated as festive fun or derided as sinfulness. The study concludes by considering the ways in which nonsense and the grotesque may infringe our cognitive limitations, here extending the distinction between appearance and reality to a metaphysical level which is nonetheless prey to unresolvable ambiguities."" ""The scope of the comic material ranges over time from Aristophanes to Martin Amis, from Boccaccio, Chaucer, Rabelais, and Shakespeare to Oscar Wilde, Joe Orton, John Barth, and Philip Roth. Alongside mainly Old Greek, Italian, French, Irish, English, and American examples, a number of relatively little-known German plays (by Grabbe, Tieck, Buchner, and others) are also taken into consideration.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",asbzg7V8jVwC,http://books.google.com/books/content?id=asbzg7V8jVwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0838635598,en,, ,Fairleigh Dickinson Univ Press,"{'ratings_count': 2, 'reviews_count': 3, 'text_reviews_count': 0, 'average_rating': '3.50', 'rating_dist': {'5-stars': '1', '4-stars': '0', '3-stars': '0', '2-stars': '1', '1-star': '0'}}",literature,"Madness, Masks, and Laughter",2,3,0,3.50
['Wendy Griswold'],Social Science,"Renaissance Revivals examines patterns in the London revivals of two English Renaissance theatre genres over the past four centuries. Griswold's focus on revenge tragedies and city comedies illuminates the ongoing interaction between society and its cultural products. No cultural object is ever created anew, she argues, but is instead constructed from existing cultural genres and conventions, the visions and professional needs of the artist, and the interests of an audience. Thus, every ""new play"" is in part a renaissance and every ""revival"" is in part an entirely new cultural object.",jUGTyo_KIDQC,http://books.google.com/books/content?id=jUGTyo_KIDQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0226309231,en,306, ,University of Chicago Press,"{'ratings_count': 5, 'reviews_count': 11, 'text_reviews_count': 1, 'average_rating': '3.60', 'rating_dist': {'5-stars': '1', '4-stars': '1', '3-stars': '3', '2-stars': '0', '1-star': '0'}}",currently-reading,Renaissance Revivals,5,11,1,3.60
['Dennis Miller'],Humor,"Offers a collection of withering tirades about doped-up baseball players, self-seeking politicians, and other nuisances",us5vDwAAQBAJ,http://books.google.com/books/content?id=us5vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780385478021,en,224, ,Main Street Books,"{'ratings_count': 1690, 'reviews_count': 2384, 'text_reviews_count': 75, 'average_rating': '3.60', 'rating_dist': {'5-stars': '373', '4-stars': '565', '3-stars': '526', '2-stars': '154', '1-star': '72'}}",audio,The Rants,1690,2384,75,3.60
['Neil Simon'],Drama,Theatre program.,kWpnNOjrpcoC,http://books.google.com/books/content?id=kWpnNOjrpcoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573610894,en,96, ,"Samuel French, Inc.","{'ratings_count': 111, 'reviews_count': 195, 'text_reviews_count': 8, 'average_rating': '3.47', 'rating_dist': {'5-stars': '22', '4-stars': '29', '3-stars': '41', '2-stars': '17', '1-star': '2'}}",drama,I Ought to be in Pictures,111,195,8,3.47
['S. P. Cerasano'],Literary Criticism,"This student friendly book draws together text, context, criticism and performance history to provide an integrated view of one of the most dazzling works of the early modern theatre.",87TTFKOTEnEC,http://books.google.com/books/content?id=87TTFKOTEnEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0415240522,en,211, ,Psychology Press,"{'ratings_count': 28, 'reviews_count': 56, 'text_reviews_count': 1, 'average_rating': '4.32', 'rating_dist': {'5-stars': '11', '4-stars': '15', '3-stars': '2', '2-stars': '0', '1-star': '0'}}",taught-it,A Routledge Literary Sourcebook on William Shakespeare's The Merchant of Venice,28,56,1,4.32
['Murray Roston'],Literary Criticism, ,vfZGAQAAQBAJ,http://books.google.com/books/content?id=vfZGAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781441112316,en,288, ,A&C Black,"{'ratings_count': 1, 'reviews_count': 10, 'text_reviews_count': 1, 'average_rating': '4.00', 'rating_dist': {'5-stars': '0', '4-stars': '1', '3-stars': '0', '2-stars': '0', '1-star': '0'}}",t-b-r-2,The Comic Mode in English Literature,1,10,1,4.00
['James Matthew Barrie'],Drama,"J.M. Barrie Comedy Characters: 6 male, 9 female Interior Set Quality Street is a cup of exquisite comic delight. Set in England, about 1800, it is alive with elegant humor and wit. There are several maiden women in the action, some of them a bit sour and curiously officious. But the one named Phoebe, with the plain face, is a sparkling lass whose heart flutters for a bachelor by the name of Valentine, who is expected on a visit. Sadly we learn, Valentine, has come back not to propose to Miss Phoebe but to announce his enlistment in the Napoleonic wars. And Phoebe and her sister have met economic misfortune by teaching at a primary school. Rejuvenated by his return, Phoebe in a carefree moment discards her prim clothes and expression, and becomes a gay young girl, extravagant with her smiles, as well as with her dances at the military balls. The transformation is so complete that Phoebe is mistaken for a fictitious niece. The deception increases the merriment and produces many sudden changes of the plot. Valentine discovers his love for Phoebe, and then fortunately discovers the precarious plot in time to save it from the mischievous women. Surely this is one of the most endearing and enduring of all comedies.",5zrHVAZHh3YC,http://books.google.com/books/content?id=5zrHVAZHh3YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573614520,en,126, ,"Samuel French, Inc.","{'ratings_count': 71, 'reviews_count': 212, 'text_reviews_count': 10, 'average_rating': '3.73', 'rating_dist': {'5-stars': '17', '4-stars': '25', '3-stars': '23', '2-stars': '5', '1-star': '1'}}",fiction,Quality Street,71,212,10,3.73
['Neil Simon'],Drama,Theatre program.,WfskhYAxX4YC,http://books.google.com/books/content?id=WfskhYAxX4YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573605858,en,108, ,"Samuel French, Inc.","{'ratings_count': 4693, 'reviews_count': 6098, 'text_reviews_count': 130, 'average_rating': '3.89', 'rating_dist': {'5-stars': '1528', '4-stars': '1583', '3-stars': '1188', '2-stars': '334', '1-star': '60'}}",drama,Barefoot in the Park,4693,6098,130,3.89
['Ira Levin'],Drama,"THE STORY: The New York Times outlines: The hero is a drama critic...What is the most searching way to test this paragon's integrity? Have his wife write a play. A stinker, naturally...He heckles the little woman, tells her she won't finish the play,",4qXuLrd0uDAC,http://books.google.com/books/content?id=4qXuLrd0uDAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822202522,en,, ,Dramatists Play Service Inc,"{'ratings_count': 25, 'reviews_count': 86, 'text_reviews_count': 2, 'average_rating': '3.44', 'rating_dist': {'5-stars': '4', '4-stars': '8', '3-stars': '9', '2-stars': '3', '1-star': '1'}}",drama,Critic's Choice,25,86,2,3.44
['Alan Ayckbourn'],Comedy,"Domestic comedy intercuts scenes in 3 bedrooms. Couple having marital difficulties disrupts the evening for 3 other couples, friends, husband's parents, and husband's former girlfriend and her husband. 2 acts, 4 men, 4 women, 1 interior.",eCDANWfs4EIC,http://books.google.com/books/content?id=eCDANWfs4EIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573605696,en,, ,"Samuel French, Inc.","{'ratings_count': 110, 'reviews_count': 212, 'text_reviews_count': 10, 'average_rating': '3.48', 'rating_dist': {'5-stars': '18', '4-stars': '37', '3-stars': '39', '2-stars': '12', '1-star': '4'}}",theatre-scripts,Bedroom Farce,110,212,10,3.48
"['Plautus', 'Titus Maccius Plautus']",History,"""Amy Richlin is a gifted and original scholar who has taught a whole generation of classicists and their students answers to the question, What made the Romans laugh? Now it turns out she has contemporary cultures' number as well. She translates Roman laughter into American laughter. From its ingeniously banal title onwards, Rome and the Mysterious Orient brings three remarkable and rarely performed comedies to life on the page and—one hopes, often—the stage.""—James Tatum, author of Plautus: The Darker Comedies",rbEwDwAAQBAJ,http://books.google.com/books/content?id=rbEwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780520242753,en,302, ,Univ of California Press,"{'ratings_count': 14, 'reviews_count': 31, 'text_reviews_count': 0, 'average_rating': '4.14', 'rating_dist': {'5-stars': '6', '4-stars': '5', '3-stars': '2', '2-stars': '1', '1-star': '0'}}",school,Rome and the Mysterious Orient,14,31,0,4.14
['Neil Simon'],Comedy,"""First Draft"" teleplay for Simon's adaptation of his stage play.",CP40_zPcaVMC,http://books.google.com/books/content?id=CP40_zPcaVMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573695091,en,106, ,"Samuel French, Inc.","{'ratings_count': 53, 'reviews_count': 109, 'text_reviews_count': 4, 'average_rating': '3.49', 'rating_dist': {'5-stars': '7', '4-stars': '19', '3-stars': '20', '2-stars': '7', '1-star': '0'}}",play,London Suite,53,109,4,3.49
['Stephen Adly Guirgis'],Drama,"THE STORY: The Ortiz Funeral Room is in big trouble: The body of beloved community activist and nun Sister Rose has been stolen from the viewing room, and waiting for her proper return are some of New York City's most emotionally charged, life-chal",sausawyO5tYC,http://books.google.com/books/content?id=sausawyO5tYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822219654,en,58, ,"Dramatists Play Service, Inc.","{'ratings_count': 211, 'reviews_count': 379, 'text_reviews_count': 19, 'average_rating': '3.74', 'rating_dist': {'5-stars': '56', '4-stars': '76', '3-stars': '55', '2-stars': '16', '1-star': '8'}}",drama,Our Lady of 121st Street,211,379,19,3.74
 , , ,2KgTIHaRA6QC,http://books.google.com/books/content?id=2KgTIHaRA6QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780684847856,en,368, ,Simon and Schuster,"{'ratings_count': 100, 'reviews_count': 205, 'text_reviews_count': 5, 'average_rating': '4.16', 'rating_dist': {'5-stars': '40', '4-stars': '41', '3-stars': '14', '2-stars': '5', '1-star': '0'}}",literature,The Collected Plays of Neil Simon,100,205,5,4.16
['Harry Levin'],Religion,"Looks at the history of comedy from Aristophanes to Bertolt Brecht, focusing on two types of humor, and discusses theories of humor in comic repertory",h2nmCwAAQBAJ,http://books.google.com/books/content?id=h2nmCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780195048773,en,224, ,Oxford University Press on Demand,"{'ratings_count': 6, 'reviews_count': 28, 'text_reviews_count': 0, 'average_rating': '3.67', 'rating_dist': {'5-stars': '1', '4-stars': '2', '3-stars': '3', '2-stars': '0', '1-star': '0'}}",we-own,Playboys and Killjoys,6,28,0,3.67
['Woody Allen'],American drama,"Comedy Woody Allen Characters: 18 male, 2 female (doubling possible). Bare stage, simple props. A maniacal killer is at large and Kleinman is caught between conflicting factions with plans on how to catch him. Kleinman, a logical man in a mad world, is indecisive and insecure; he doesn't want to get involved but everyone is after him to make a choice. He is even accused of being the culprit. When Kleinman confronts the maniac (who looks no different from anyone els",ALL_cRbbyIUC,http://books.google.com/books/content?id=ALL_cRbbyIUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573621292,en,66, ,"Samuel French, Inc.","{'ratings_count': 250, 'reviews_count': 500, 'text_reviews_count': 16, 'average_rating': '3.83', 'rating_dist': {'5-stars': '71', '4-stars': '91', '3-stars': '65', '2-stars': '21', '1-star': '2'}}",fiction,Death,250,500,16,3.83
['Menander'],Drama,"Menander was the founding father of European comedy. From Ralph Roister Doister to What the Butler Saw, from Henry Fielding to P. G. Wodehouse, the stock motifs and characters can be traced back to him.The greatest writer of Greek New Comedy, Menander (c.341-290 BC) wrote over one hundred plays but until the twentieth century he was known to us only by short quotations in ancient authors. Since 1907 papyri found in the sand of Egypt have brought to light more and more fragments, many substantial,and in 1958 the papyrus text of a complete play was published, The Bad-Tempered Man (Dyskolos) . His romantic comedies deal with the lives of ordinary Athenian families, and they are the direct ancestors not only of Roman comedy but also of English comedy from the Renaissance to the present day.This new verse translation is accurate and highly readable, providing a consecutive text with supplements based on the dramatic situation and surviving words in the damaged papyri.",JC11wYBkrhkC,http://books.google.com/books/content?id=JC11wYBkrhkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0192839837,en,352, ,"Oxford University Press, USA","{'ratings_count': 627, 'reviews_count': 1620, 'text_reviews_count': 25, 'average_rating': '3.65', 'rating_dist': {'5-stars': '174', '4-stars': '165', '3-stars': '197', '2-stars': '76', '1-star': '15'}}",drama,The Plays and Fragments,627,1620,25,3.65
['George Farquhar'],Drama,"Included in this volume: ""The Recruiting Officer,"" ""The Beaux' Stratagem,"" ""The Constant Couple,"" and ""The Twin-Rivals.""",ISYOKJxellgC,http://books.google.com/books/content?id=ISYOKJxellgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1434451380,en,464, ,Wildside Press LLC,"{'ratings_count': 9, 'reviews_count': 31, 'text_reviews_count': 2, 'average_rating': '3.56', 'rating_dist': {'5-stars': '3', '4-stars': '2', '3-stars': '2', '2-stars': '1', '1-star': '1'}}",drama,Four Plays,9,31,2,3.56
['John Kolvenbach'],Drama,"THE STORY: Kate and Teddy are trapped in a soggy, lifeless marriage. Then Teddy's old friend Arthur arrives, bearing chaos, knives, songs and his fiancée. FABULOSO is a domestic farce about the pleasure in bedlam and a working metaphor for bringing",XQZgdC3NlgYC,http://books.google.com/books/content?id=XQZgdC3NlgYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822224127,en,64, ,Dramatists Play Service Inc,"{'ratings_count': 5, 'reviews_count': 12, 'text_reviews_count': 0, 'average_rating': '3.40', 'rating_dist': {'5-stars': '1', '4-stars': '2', '3-stars': '0', '2-stars': '2', '1-star': '0'}}",scripts,Fabuloso,5,12,0,3.40
['David Mamet'],Drama,"Two actors, one a veteran and the other a novice, go through an entire wardrobe and a cycle of onstage and offstage roles",V3UmMb8EvRsC,http://books.google.com/books/content?id=V3UmMb8EvRsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0802150675,en,86, ,Grove Press,"{'ratings_count': 303, 'reviews_count': 523, 'text_reviews_count': 11, 'average_rating': '3.56', 'rating_dist': {'5-stars': '54', '4-stars': '101', '3-stars': '116', '2-stars': '26', '1-star': '6'}}",play,A Life in the Theatre,303,523,11,3.56
['James Valcq'],Performing Arts,"THE STORY: A musical comedy celebration of American ideals and foibles in the Eisenhower era. Songs, dances, and laughs abound in the unlikeliest of settings as the Cold War and space race paranoia threaten the good folks at the fictional Milwaukee",TkopnmylWWIC,http://books.google.com/books/content?id=TkopnmylWWIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822216116,en,, ,Dramatists Play Service Inc,"{'ratings_count': 1, 'reviews_count': 6, 'text_reviews_count': 0, 'average_rating': '5.00', 'rating_dist': {'5-stars': '1', '4-stars': '0', '3-stars': '0', '2-stars': '0', '1-star': '0'}}",drama,Zombies from the Beyond,1,6,0,5.00
['Harry Segall'],Drama,"THE STORY: Mr. Jordan is checking passengers who are to depart in an airplane for the Hereafter. The routine is interrupted by the arrival of Joe Pendleton, an attractive prizefighter, who refuses to admit he is dead and induces Jordan to look up t",8sxqowNQEdMC,http://books.google.com/books/content?id=8sxqowNQEdMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0822205092,en,80, ,Dramatists Play Service Inc,"{'ratings_count': 30, 'reviews_count': 60, 'text_reviews_count': 5, 'average_rating': '3.43', 'rating_dist': {'5-stars': '2', '4-stars': '10', '3-stars': '17', '2-stars': '1', '1-star': '0'}}",the-criterion-collection,Heaven Can Wait,30,60,5,3.43
"['William Shakespeare', 'John F. Cox']",Drama,"This edition of Much Ado About Nothing focuses wholly on the play in performance. Shifting trends in the production of this popular drama are analyzed in relation to the culture of each period since Shakespeare's time, with particular attention to gender issues. A commentary alongside the New Cambridge edition of the text recreates in lively detail interpretations of each passage in a variety of British, American, Canadian stage, film and TV productions. An essential resource for students, teachers and performers, this is also an illuminating book for theatergoers.",XwLFDBmVO20C,http://books.google.com/books/content?id=XwLFDBmVO20C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0521598222,en,284, ,Cambridge University Press,"{'ratings_count': 206221, 'reviews_count': 314516, 'text_reviews_count': 3502, 'average_rating': '4.07', 'rating_dist': {'5-stars': '79798', '4-stars': '73860', '3-stars': '41454', '2-stars': '8598', '1-star': '2511'}}",fiction,Much Ado about Nothing,206221,314516,3502,4.07
['William Shakespeare'],Drama,A new section of the Introduction to this updated edition considers important professional theater productions and the large output of scholarly criticism on the play which have appeared in recent years. The Reading List has been revised and augmented to reflect the scope of the revised edition. First Edition Hb (1985): 0-521-22194-3 First Edition Pb (1985): 0-521-29389-8,A2eMEGrq5msC,http://books.google.com/books/content?id=A2eMEGrq5msC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780521532471,en,168, ,Cambridge University Press,"{'ratings_count': 425957, 'reviews_count': 591328, 'text_reviews_count': 7543, 'average_rating': '3.94', 'rating_dist': {'5-stars': '143664', '4-stars': '152806', '3-stars': '98401', '2-stars': '24145', '1-star': '6941'}}",fiction,A Midsummer Night's Dream,425957,591328,7543,3.94
['Mark Brown'],"Drama, comedy","""Cast: 4m., 1w., may be expanded to up to 39 actors. Stampeding elephants! Raging typhoons! Runaway trains! Unabashedly slapstick! Hold onto your seats for the original amazing race! Join fearless adventurer Phileas Fogg and his faithful manservant as they race to beat the clock! Phileas Fogg has agreed to an outrageous wager that puts his fortune and his life at risk. With his resourceful servant Passepartout, Fogg sets out to circle the globe in an unheard-of 80 days. But his every step is dogged by a detective who thinks he's a robber on the run. Danger, romance, and comic surprises abound in this whirlwind of a show as five actors portraying 39 characters traverse seven continents in Mark Brown's new adaptation of one of the great adventures of all time. Single set. Approximate running time: 2 hours.""--Publisher's website.",BbZgdC4YLwEC,http://books.google.com/books/content?id=BbZgdC4YLwEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1583423931,en,111, ,Dramatic Publishing,"{'ratings_count': 16, 'reviews_count': 26, 'text_reviews_count': 1, 'average_rating': '3.50', 'rating_dist': {'5-stars': '1', '4-stars': '9', '3-stars': '4', '2-stars': '1', '1-star': '1'}}",season-planning,Around the World in 80 Days,16,26,1,3.50
['Matthew Bevis'],Humor,"With a broad scope across the millennia, from high literature to popular culture, between page and stage and screen, this Very Short Introduction considers comedy not only as a literary genre, but also as a broader impulse at work in many other historical and contemporary forms of satire, parody, and play.",LgxXQVh131IC,http://books.google.com/books/content?id=LgxXQVh131IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780199601714,en,150, ,Oxford University Press,"{'ratings_count': 48, 'reviews_count': 284, 'text_reviews_count': 7, 'average_rating': '3.48', 'rating_dist': {'5-stars': '8', '4-stars': '18', '3-stars': '14', '2-stars': '5', '1-star': '3'}}",literature,Comedy: A Very Short Introduction,48,284,7,3.48
['Bill Manhoff'],Drama,Three-act comedy concerning a battle of wits between a would-be writer and an earthy woman.,U7AL1fmhp78C,http://books.google.com/books/content?id=U7AL1fmhp78C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0573613540,en,90, ,"Samuel French, Inc.","{'ratings_count': 42, 'reviews_count': 107, 'text_reviews_count': 5, 'average_rating': '3.64', 'rating_dist': {'5-stars': '8', '4-stars': '17', '3-stars': '13', '2-stars': '2', '1-star': '2'}}",scripts,The Owl and the Pussycat,42,107,5,3.64
